Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
128439077,00000180,false,Rx,0,8,00,00,00,00,00,00,28,00,
128439258,00000174,false,Rx,0,8,00,00,00,AA,08,00,00,00,
128439586,00000176,false,Rx,0,7,00,00,00,00,00,00,08,00,
128439765,00000002,false,Rx,0,5,68,01,00,07,91,00,00,00,
128439944,000001D5,false,Rx,0,5,00,00,00,00,D6,00,00,00,
128440125,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128441248,000005C5,false,Rx,0,8,40,01,67,67,00,0C,00,00,
128441254,000001CB,false,Rx,0,7,00,00,00,00,60,02,9E,00,
128441451,000001CC,false,Rx,0,4,00,00,05,63,00,00,00,00,
128441630,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128441950,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128442270,00000355,false,Rx,0,8,00,00,00,00,20,00,60,00,
128442457,00000509,false,Rx,0,8,FF,71,45,41,00,55,70,FF,
128442637,000005E3,false,Rx,0,5,83,15,C5,30,80,00,00,00,
128444975,0000054A,false,Rx,0,8,DA,80,70,0E,00,00,00,72,
128445017,00000481,false,Rx,0,2,4B,00,00,00,00,00,00,00,
128445347,0000054B,false,Rx,0,8,11,08,80,12,04,00,00,00,
128446819,00000245,false,Rx,0,8,7F,E8,02,18,5C,00,7F,E0,
128446998,00000292,false,Rx,0,8,80,07,F6,80,90,00,00,00,
128449017,00000180,false,Rx,0,8,00,00,00,00,00,00,29,00,
128449201,00000174,false,Rx,0,8,00,00,00,AA,09,00,00,00,
128449547,00000176,false,Rx,0,7,00,00,00,00,00,00,09,00,
128449743,000001D5,false,Rx,0,5,00,00,00,01,D7,00,00,00,
128449954,00000002,false,Rx,0,5,68,01,00,07,A2,00,00,00,
128449961,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128450710,00000358,false,Rx,0,8,04,0A,80,00,00,00,00,00,
128451029,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
128451211,000001CB,false,Rx,0,7,00,00,00,00,60,03,1B,00,
128451390,000001CC,false,Rx,0,4,00,00,05,72,00,00,00,00,
128451583,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128454813,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128455134,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128456724,00000284,false,Rx,0,8,00,00,00,00,00,00,5C,E2,
128456904,00000285,false,Rx,0,8,00,00,00,00,00,00,5C,E3,
128458919,00000180,false,Rx,0,8,00,00,00,00,00,00,2A,00,
128459240,00000174,false,Rx,0,8,00,00,00,AA,0A,00,00,00,
128459428,00000176,false,Rx,0,7,00,00,00,00,00,00,0A,00,
128459607,000001D5,false,Rx,0,5,00,00,00,02,D8,00,00,00,
128459783,00000002,false,Rx,0,5,68,01,00,07,B3,00,00,00,
128460136,0000050A,false,Rx,0,8,04,D1,00,1C,00,21,04,00,
128460142,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128461783,0000050D,false,Rx,0,8,63,00,00,00,00,00,00,00,
128461789,00000510,false,Rx,0,8,81,00,D0,00,06,00,00,7F,
128461796,00000551,false,Rx,0,8,00,00,00,80,FF,00,40,00,
128461802,000001CB,false,Rx,0,7,00,00,00,00,60,00,11,00,
128461809,000001CC,false,Rx,0,4,00,00,05,8D,00,00,00,00,
128461815,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128461821,000005B3,false,Rx,0,8,64,58,FF,F3,C0,7D,5E,8A,
128462009,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128466809,00000245,false,Rx,0,8,7F,E8,02,18,5D,00,7F,E1,
128467016,00000292,false,Rx,0,8,80,07,F6,80,90,00,00,01,
128469025,00000180,false,Rx,0,8,00,00,00,00,00,00,2B,00,
128469208,00000174,false,Rx,0,8,00,00,00,AA,0B,00,00,00,
128469534,00000176,false,Rx,0,7,00,00,00,00,00,00,0B,00,
128469713,000001D5,false,Rx,0,5,00,00,00,03,D9,00,00,00,
128469892,00000002,false,Rx,0,5,68,01,00,07,C4,00,00,00,
128470071,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128470680,0000060D,false,Rx,0,8,00,06,00,2A,00,00,00,00,
128471139,000001CB,false,Rx,0,7,00,00,00,00,60,01,94,00,
128471325,000001CC,false,Rx,0,4,00,00,05,9C,00,00,00,00,
128471644,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128473231,0000002A,false,Rx,0,6,00,00,00,00,00,00,00,00,
128474821,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128475141,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128476728,00000284,false,Rx,0,8,00,00,00,00,00,00,5D,E3,
128477044,00000285,false,Rx,0,8,00,00,00,00,00,00,5D,E4,
128477227,00000354,false,Rx,0,8,00,00,00,00,00,18,00,00,
128479100,00000180,false,Rx,0,8,00,00,00,00,00,00,2C,00,
128479288,00000174,false,Rx,0,8,00,00,00,AA,0C,00,00,00,
128479465,00000176,false,Rx,0,7,00,00,00,00,00,00,0C,00,
128479784,00000002,false,Rx,0,5,68,01,00,07,D5,00,00,00,
128479963,000001D5,false,Rx,0,5,00,00,00,00,D6,00,00,00,
128480143,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128481764,000001CB,false,Rx,0,7,00,00,00,00,60,02,9E,00,
128481771,000001CC,false,Rx,0,4,00,00,05,AF,00,00,00,00,
128481777,00000559,false,Rx,0,3,48,00,10,00,00,00,00,00,
128481782,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128482113,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128482454,00000355,false,Rx,0,8,00,00,00,00,20,00,60,00,
128486770,00000245,false,Rx,0,8,7F,E8,02,18,5E,00,7F,E2,
128487089,00000292,false,Rx,0,8,80,07,F6,80,90,00,00,02,
128488959,00000180,false,Rx,0,8,00,00,00,00,00,00,2D,00,
128489287,00000174,false,Rx,0,8,00,00,00,AA,0D,00,00,00,
128489466,00000176,false,Rx,0,7,00,00,00,00,00,00,0D,00,
128489645,00000002,false,Rx,0,5,68,01,00,07,E6,00,00,00,
128489821,000001D5,false,Rx,0,5,00,00,00,01,D7,00,00,00,
128489999,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128490179,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
128490644,00000385,false,Rx,0,7,00,00,00,00,00,00,00,00,
128491245,000001CB,false,Rx,0,7,00,00,00,00,60,03,1B,00,
128491423,000001CC,false,Rx,0,4,00,00,05,BE,00,00,00,00,
128491610,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128494904,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128495083,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128496677,00000284,false,Rx,0,8,00,00,00,00,00,00,5E,E4,
128496996,00000285,false,Rx,0,8,00,00,00,00,00,00,5E,E5,
128498162,000005E4,false,Rx,0,3,04,00,00,00,00,00,00,00,
128499048,00000180,false,Rx,0,8,00,00,00,00,00,00,2E,00,
128499377,00000174,false,Rx,0,8,00,00,00,AA,0E,00,00,00,
128499558,00000176,false,Rx,0,7,00,00,00,00,00,00,0E,00,
128499737,00000002,false,Rx,0,5,68,01,00,07,F7,00,00,00,
128499917,000001D5,false,Rx,0,5,00,00,00,02,D8,00,00,00,
128500097,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128502041,00000351,false,Rx,0,8,00,00,00,00,00,02,42,02,
128502047,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128502054,000001CB,false,Rx,0,7,00,00,00,00,60,00,11,00,
128502060,000001CC,false,Rx,0,4,00,00,05,C9,00,00,00,00,
128502066,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128506832,00000245,false,Rx,0,8,7F,E8,02,18,5F,00,7F,E3,
128507012,00000292,false,Rx,0,8,80,08,00,80,90,00,00,03,
128508462,000005C0,false,Rx,0,8,40,7A,7A,00,25,08,1D,00,
128509059,00000180,false,Rx,0,8,00,00,00,00,00,00,2F,00,
128509243,00000174,false,Rx,0,8,00,00,00,AA,0F,00,00,00,
128509570,00000176,false,Rx,0,7,00,00,00,00,00,00,0F,00,
128509749,00000002,false,Rx,0,5,68,01,00,07,08,00,00,00,
128509928,000001D5,false,Rx,0,5,00,00,00,03,D9,00,00,00,
128510110,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128511136,000001CB,false,Rx,0,7,00,00,00,00,60,01,94,00,
128511323,000001CC,false,Rx,0,4,00,00,05,D8,00,00,00,00,
128511642,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128514920,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128515101,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128516968,00000284,false,Rx,0,8,00,00,00,00,00,00,5F,E5,
128517297,00000285,false,Rx,0,8,00,00,00,00,00,00,5F,E6,
128517477,00000354,false,Rx,0,8,00,00,00,00,00,00,00,00,
128518922,00000180,false,Rx,0,8,00,00,00,00,00,00,20,00,
128519245,00000174,false,Rx,0,8,00,00,00,AA,00,00,00,00,
128519433,00000176,false,Rx,0,7,00,00,00,00,00,00,00,00,
128519612,000001D5,false,Rx,0,5,00,00,00,00,D6,00,00,00,
128519789,00000002,false,Rx,0,5,68,01,00,07,19,00,00,00,
128520110,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128522032,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128522039,000001CB,false,Rx,0,7,00,00,00,00,60,02,9E,00,
128522045,000001CC,false,Rx,0,4,00,00,05,EB,00,00,00,00,
128522051,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128522057,00000355,false,Rx,0,8,00,00,00,00,20,00,60,00,
128527100,00000245,false,Rx,0,8,7F,E8,02,18,60,00,7F,E0,
128527278,00000292,false,Rx,0,8,80,07,F6,80,90,00,00,00,
128527466,000006F6,false,Rx,0,3,7B,00,00,00,00,00,00,00,
128529033,00000180,false,Rx,0,8,00,00,00,00,00,00,21,00,
128529226,00000174,false,Rx,0,8,00,00,00,AA,01,00,00,00,
128529412,00000176,false,Rx,0,7,00,00,00,00,00,00,01,00,
128529731,000001D5,false,Rx,0,5,00,00,00,01,D7,00,00,00,
128529909,00000002,false,Rx,0,5,68,01,00,07,2A,00,00,00,
128530090,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128531113,000001CB,false,Rx,0,7,00,00,00,00,60,03,1B,00,
128531300,000001CC,false,Rx,0,4,00,00,05,FA,00,00,00,00,
128531618,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128534899,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128535077,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128535542,00000625,false,Rx,0,6,02,00,FF,1D,20,00,00,00,
128536707,00000284,false,Rx,0,8,00,00,00,00,00,00,60,E6,
128537027,00000285,false,Rx,0,8,00,00,00,00,00,00,60,E7,
128539036,00000180,false,Rx,0,8,00,00,00,00,00,00,22,00,
128539217,00000174,false,Rx,0,8,00,00,00,AA,02,00,00,00,
128539542,00000176,false,Rx,0,7,00,00,00,00,00,00,02,00,
128539721,00000002,false,Rx,0,5,68,01,00,07,3B,00,00,00,
128539900,000001D5,false,Rx,0,5,00,00,00,02,D8,00,00,00,
128540078,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128542339,000005C5,false,Rx,0,8,40,01,67,67,00,0C,00,00,
128542345,000001CB,false,Rx,0,7,00,00,00,00,60,00,11,00,
128542352,000001CC,false,Rx,0,4,00,00,05,05,00,00,00,00,
128542358,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128542364,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128544985,0000054A,false,Rx,0,8,3C,80,70,0E,00,00,00,72,
128545315,0000054B,false,Rx,0,8,11,08,80,12,04,00,00,00,
128546797,00000245,false,Rx,0,8,7F,E8,02,18,61,00,7F,E1,
128546977,00000292,false,Rx,0,8,80,08,00,80,90,00,00,01,
128548991,00000180,false,Rx,0,8,00,00,00,00,00,00,23,00,
128549320,00000174,false,Rx,0,8,00,00,00,AA,03,00,00,00,
128549500,00000176,false,Rx,0,7,00,00,00,00,00,00,03,00,
128549679,000001D5,false,Rx,0,5,00,00,00,03,D9,00,00,00,
128549858,00000002,false,Rx,0,5,68,01,00,07,4C,00,00,00,
128550035,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128550217,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
128550543,00000358,false,Rx,0,8,04,0A,80,00,00,00,00,00,
128550862,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
128551217,000001CB,false,Rx,0,7,00,00,00,00,60,01,94,00,
128551223,000001CC,false,Rx,0,4,00,00,05,14,00,00,00,00,
128551550,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128554870,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128555191,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128556805,00000284,false,Rx,0,8,00,00,00,00,00,00,61,E7,
128556985,00000285,false,Rx,0,8,00,00,00,00,00,00,61,E8,
128557315,00000354,false,Rx,0,8,00,00,00,00,00,08,00,00,
128559037,00000180,false,Rx,0,8,00,00,00,00,00,00,24,00,
128559221,00000174,false,Rx,0,8,00,00,00,AA,04,00,00,00,
128559545,00000176,false,Rx,0,7,00,00,00,00,00,00,04,00,
128559724,000001D5,false,Rx,0,5,00,00,00,00,D6,00,00,00,
128559903,00000002,false,Rx,0,5,68,01,00,07,5D,00,00,00,
128560103,0000050A,false,Rx,0,8,04,F1,00,1C,00,21,04,00,
128560304,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128560493,0000050D,false,Rx,0,8,63,00,00,00,00,00,00,00,
128560674,00000510,false,Rx,0,8,81,00,D0,00,06,00,00,7F,
128562303,00000551,false,Rx,0,8,00,00,00,80,FF,00,40,00,
128562310,000001CB,false,Rx,0,7,00,00,00,00,60,02,9E,00,
128562316,000001CC,false,Rx,0,4,00,00,05,27,00,00,00,00,
128562324,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128562331,000005B3,false,Rx,0,8,64,58,FF,F7,C0,7D,5E,8A,
128562337,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128562344,00000355,false,Rx,0,8,00,00,00,00,20,00,60,00,
128566760,00000245,false,Rx,0,8,7F,E8,02,18,62,00,7F,E2,
128567079,00000292,false,Rx,0,8,80,07,F6,80,90,00,00,02,
128568950,00000180,false,Rx,0,8,00,00,00,00,00,00,25,00,
128569270,00000174,false,Rx,0,8,00,00,00,AA,05,00,00,00,
128569458,00000176,false,Rx,0,7,00,00,00,00,00,00,05,00,
128569638,000001D5,false,Rx,0,5,00,00,00,01,D7,00,00,00,
128569817,00000002,false,Rx,0,5,68,01,00,07,6E,00,00,00,
128569996,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128570530,0000060D,false,Rx,0,8,00,06,00,2A,00,00,00,00,
128571161,000001CB,false,Rx,0,7,00,00,00,00,60,03,1B,00,
128571358,000001CC,false,Rx,0,4,00,00,05,36,00,00,00,00,
128571538,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128572998,0000002A,false,Rx,0,6,00,00,00,00,00,04,00,00,
128575004,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128575202,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128576803,00000284,false,Rx,0,8,00,00,00,00,00,00,62,E8,
128576983,00000285,false,Rx,0,8,00,00,00,00,00,00,62,E9,
128578997,00000180,false,Rx,0,8,00,00,00,00,00,00,26,00,
128579326,00000174,false,Rx,0,8,00,00,00,AA,06,00,00,00,
128579506,00000176,false,Rx,0,7,00,00,00,00,00,00,06,00,
128579685,00000002,false,Rx,0,5,68,01,00,07,7F,00,00,00,
128579864,000001D5,false,Rx,0,5,00,00,00,02,D8,00,00,00,
128580043,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128582458,000001CB,false,Rx,0,7,00,00,00,00,60,00,11,00,
128582464,000001CC,false,Rx,0,4,00,00,05,41,00,00,00,00,
128582470,00000559,false,Rx,0,3,48,00,10,00,00,00,00,00,
128582476,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128582482,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128586787,00000245,false,Rx,0,8,7F,E8,02,18,63,00,7F,E3,
128586968,00000292,false,Rx,0,8,80,08,00,80,90,00,00,03,
128588996,00000180,false,Rx,0,8,00,00,00,00,00,00,27,00,
128589325,00000174,false,Rx,0,8,00,00,00,AA,07,00,00,00,
128589503,00000176,false,Rx,0,7,00,00,00,00,00,00,07,00,
128589683,00000002,false,Rx,0,5,68,01,00,07,80,00,00,00,
128589863,000001D5,false,Rx,0,5,00,00,00,03,D9,00,00,00,
128590042,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128590511,00000385,false,Rx,0,7,00,00,00,00,00,00,00,00,
128591113,000001CB,false,Rx,0,7,00,00,00,00,60,01,94,00,
128591300,000001CC,false,Rx,0,4,00,00,05,50,00,00,00,00,
128591618,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128594917,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128595239,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128596828,00000284,false,Rx,0,8,00,00,00,00,00,00,63,E9,
128597007,00000285,false,Rx,0,8,00,00,00,00,00,00,63,EA,
128597335,00000354,false,Rx,0,8,00,00,00,00,00,10,00,00,
128598072,000005E4,false,Rx,0,3,04,00,00,00,00,00,00,00,
128599099,00000180,false,Rx,0,8,00,00,00,00,00,00,28,00,
128599287,00000174,false,Rx,0,8,00,00,00,AA,08,00,00,00,
128599606,00000176,false,Rx,0,7,00,00,00,00,00,00,08,00,
128599786,00000002,false,Rx,0,5,68,01,00,07,91,00,00,00,
128599964,000001D5,false,Rx,0,5,00,00,00,00,D6,00,00,00,
128600143,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128600467,00000351,false,Rx,0,8,00,00,00,00,00,02,42,02,
128602406,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128602412,000001CB,false,Rx,0,7,00,00,00,00,60,02,9E,00,
128602418,000001CC,false,Rx,0,4,00,00,05,63,00,00,00,00,
128602424,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128602431,00000355,false,Rx,0,8,00,00,00,00,20,00,60,00,
128606758,00000245,false,Rx,0,8,7F,E8,02,18,64,00,7F,E0,
128606937,00000292,false,Rx,0,8,80,07,F6,80,90,00,00,00,
128608944,00000180,false,Rx,0,8,00,00,00,00,00,00,29,00,
128609264,00000174,false,Rx,0,8,00,00,00,AA,09,00,00,00,
128609451,00000176,false,Rx,0,7,00,00,00,00,00,00,09,00,
128609630,000001D5,false,Rx,0,5,00,00,00,01,D7,00,00,00,
128609809,00000002,false,Rx,0,5,68,01,00,07,A2,00,00,00,
128609987,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128610171,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
128611056,000001CB,false,Rx,0,7,00,00,00,00,60,03,1B,00,
128611239,000001CC,false,Rx,0,4,00,00,05,72,00,00,00,00,
128611566,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128614983,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128615164,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128616755,00000284,false,Rx,0,8,00,00,00,00,00,00,64,EA,
128616935,00000285,false,Rx,0,8,00,00,00,00,00,00,64,EB,
128618945,00000180,false,Rx,0,8,00,00,00,00,00,00,2A,00,
128619264,00000174,false,Rx,0,8,00,00,00,AA,0A,00,00,00,
128619453,00000176,false,Rx,0,7,00,00,00,00,00,00,0A,00,
128619632,000001D5,false,Rx,0,5,00,00,00,02,D8,00,00,00,
128619811,00000002,false,Rx,0,5,68,01,00,07,B3,00,00,00,
128620131,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128621158,000001CB,false,Rx,0,7,00,00,00,00,60,00,11,00,
128622710,000001CC,false,Rx,0,4,00,00,05,8D,00,00,00,00,
128622716,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128622722,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128626767,00000245,false,Rx,0,8,7F,E8,02,18,65,00,7F,E1,
128626947,00000292,false,Rx,0,8,80,08,00,80,90,00,00,01,
128627129,000006F6,false,Rx,0,3,7B,00,00,00,00,00,00,00,
128628999,00000180,false,Rx,0,8,00,00,00,00,00,00,2B,00,
128629179,00000174,false,Rx,0,8,00,00,00,AA,0B,00,00,00,
128629507,00000176,false,Rx,0,7,00,00,00,00,00,00,0B,00,
128629686,000001D5,false,Rx,0,5,00,00,00,03,D9,00,00,00,
128629865,00000002,false,Rx,0,5,68,01,00,07,C4,00,00,00,
128630044,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128631072,000001CB,false,Rx,0,7,00,00,00,00,60,01,94,00,
128631253,000001CC,false,Rx,0,4,00,00,05,9C,00,00,00,00,
128631580,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128634997,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128635177,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128635503,00000625,false,Rx,0,6,02,00,FF,1D,20,00,00,00,
128636811,00000284,false,Rx,0,8,00,00,00,00,00,00,65,EB,
128636989,00000285,false,Rx,0,8,00,00,00,00,00,00,65,EC,
128637319,00000354,false,Rx,0,8,00,00,00,00,00,18,00,00,
128639079,00000180,false,Rx,0,8,00,00,00,00,00,00,2C,00,
128639260,00000174,false,Rx,0,8,00,00,00,AA,0C,00,00,00,
128639587,00000176,false,Rx,0,7,00,00,00,00,00,00,0C,00,
128639767,00000002,false,Rx,0,5,68,01,00,07,D5,00,00,00,
128639946,000001D5,false,Rx,0,5,00,00,00,00,D6,00,00,00,
128640126,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128640871,000005C5,false,Rx,0,8,40,01,67,67,00,0C,00,00,
128641193,000001CB,false,Rx,0,7,00,00,00,00,60,02,9E,00,
128642544,000001CC,false,Rx,0,4,00,00,05,AF,00,00,00,00,
128642550,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128642556,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128642563,00000355,false,Rx,0,8,00,00,00,00,20,00,60,00,
128645002,0000054A,false,Rx,0,8,DA,80,70,0E,00,00,00,72,
128645327,0000054B,false,Rx,0,8,11,08,80,12,04,00,00,00,
128646772,00000245,false,Rx,0,8,7F,E8,02,18,66,00,7F,E2,
128646952,00000292,false,Rx,0,8,80,08,00,80,90,00,00,02,
128648959,00000180,false,Rx,0,8,00,00,00,00,00,00,2D,00,
128649289,00000174,false,Rx,0,8,00,00,00,AA,0D,00,00,00,
128649468,00000176,false,Rx,0,7,00,00,00,00,00,00,0D,00,
128649648,000001D5,false,Rx,0,5,00,00,00,01,D7,00,00,00,
128649827,00000002,false,Rx,0,5,68,01,00,07,E6,00,00,00,
128650007,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128650334,00000358,false,Rx,0,8,04,0A,80,00,00,00,00,00,
128650652,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
128651111,000001CB,false,Rx,0,7,00,00,00,00,60,03,1B,00,
128651295,000001CC,false,Rx,0,4,00,00,05,BE,00,00,00,00,
128651473,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128655025,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128655353,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128656709,00000284,false,Rx,0,8,00,00,00,00,00,00,66,EC,
128657028,00000285,false,Rx,0,8,00,00,00,00,00,00,66,ED,
128659062,00000180,false,Rx,0,8,00,00,00,00,00,00,2E,00,
128659244,00000174,false,Rx,0,8,00,00,00,AA,0E,00,00,00,
128659432,00000176,false,Rx,0,7,00,00,00,00,00,00,0E,00,
128659609,000001D5,false,Rx,0,5,00,00,00,02,D8,00,00,00,
128659927,00000002,false,Rx,0,5,68,01,00,07,F7,00,00,00,
128660110,0000050A,false,Rx,0,8,04,91,00,1C,00,21,04,00,
128660295,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128660473,0000050D,false,Rx,0,8,63,00,00,00,00,00,00,00,
128660650,00000510,false,Rx,0,8,81,00,D0,00,06,00,00,7F,
128660969,00000551,false,Rx,0,8,00,00,00,80,FF,00,40,00,
128661151,000001CB,false,Rx,0,7,00,00,00,00,60,00,11,00,
128661338,000001CC,false,Rx,0,4,00,00,05,C9,00,00,00,00,
128662555,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128662562,000005B3,false,Rx,0,8,64,58,FF,F7,C0,7D,5E,8A,
128662568,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128666698,00000245,false,Rx,0,8,7F,E8,02,18,67,00,7F,E3,
128667017,00000292,false,Rx,0,8,80,08,00,80,90,00,00,03,
128669028,00000180,false,Rx,0,8,00,00,00,00,00,00,2F,00,
128669212,00000174,false,Rx,0,8,00,00,00,AA,0F,00,00,00,
128669539,00000176,false,Rx,0,7,00,00,00,00,00,00,0F,00,
128669717,000001D5,false,Rx,0,5,00,00,00,03,D9,00,00,00,
128669896,00000002,false,Rx,0,5,68,01,00,07,08,00,00,00,
128670075,00000260,false,Rx,0,4,C8,C8,7D,00,00,00,00,00,
128670255,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
128670442,0000060D,false,Rx,0,8,00,06,00,2A,00,00,00,00,
128671040,000001CB,false,Rx,0,7,00,00,00,00,60,01,94,00,
128671224,000001CC,false,Rx,0,4,00,00,05,D8,00,00,00,00,
128671408,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128672853,0000002A,false,Rx,0,6,00,00,00,00,00,08,00,00,
128675002,00000215,false,Rx,0,6,FF,F0,FF,00,FF,FF,00,00,
128675201,00000216,false,Rx,0,2,42,64,00,00,00,00,00,00,
128676834,00000284,false,Rx,0,8,00,00,00,00,00,00,67,ED,
128677024,00000285,false,Rx,0,8,00,00,00,00,00,00,67,EE,
128677209,00000354,false,Rx,0,8,00,00,00,00,00,00,00,00,
128679090,00000180,false,Rx,0,8,00,00,00,00,00,00,20,00,
128679271,00000174,false,Rx,0,8,00,00,00,AA,00,00,00,00,
128679613,00000176,false,Rx,0,7,00,00,00,00,00,00,00,00,
128679792,00000002,false,Rx,0,5,68,01,00,07,19,00,00,00,
128680004,000001D5,false,Rx,0,5,00,00,00,00,D6,00,00,00,
128680010,00000300,false,Rx,0,1,04,00,00,00,00,00,00,00,
128681036,000001CB,false,Rx,0,7,00,00,00,00,60,02,9E,00,
128681234,000001CC,false,Rx,0,4,00,00,05,EB,00,00,00,00,
128681431,00000559,false,Rx,0,3,48,00,10,00,00,00,00,00,
128682707,00000280,false,Rx,0,8,03,FF,C0,00,00,00,FF,C0,
128682714,000002DE,false,Rx,0,8,00,00,00,00,00,00,03,66,
128682720,00000355,false,Rx,0,8,00,00,00,00,20,00,60,00,
128686782,00000245,false,Rx,0,8,7F,E8,02,18,68,00,7F,E0,
128686962,00000292,false,Rx,0,8,80,07,F6,80,90,00,00,00,
